Date,Year,Hardware Weighted Ave Energy Efficiency (J/GH),1 Month MA of Efficiency (J/GH),HR (GH/s),Energy-In (W),Price ($),Circulating BTC (Stock),Flow,S2F,SF Model ($),Supply Growth Rate (1/s),Energy Value ($),Energy Value Residuals,Barssince,Est. Energy Efficiency (2015-),Est. Energy Value,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2009,2009,15671.26781,15671.26781,0.006064652895,95.04079966,0.00,"  401,600 ",,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Mar-17,0.1554168768, d==15 and m==3 and y==2017? 0.155416876823419 :,,21-Nov-20,0.05033539718, d==21 and m==11 and y==2020? 0.0503353971774193 :
3/22/2009,2009,15671.26781,15671.26781,0.004722475615,74.00718006,0.00,"  416,100 ",,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Apr-17,0.1407777778, d==15 and m==4 and y==2017? 0.140777777777778 :,,28-Nov-20,0.0503525914, d==28 and m==11 and y==2020? 0.0503525913978495 :
3/23/2009,2009,15671.26781,15671.26781,0.004722475615,74.00718006,0.00,"  416,100 ",,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-May-17,0.1416666667, d==15 and m==5 and y==2017? 0.141666666666667 :,,5-Dec-20,0.05029378495, d==5 and m==12 and y==2020? 0.0502937849462366 :
3/24/2009,2009,15671.26781,15671.26781,0.004722475615,74.00718006,0.00,"  416,100 ",,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-17,0.1416666667, d==15 and m==6 and y==2017? 0.141666666666667 :,,12-Dec-20,0.05021879211, d==12 and m==12 and y==2020? 0.0502187921146954 :
3/25/2009,2009,15671.26781,15671.26781,0.005766391277,90.36666197,0.00,"  433,750 ",,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jul-17,0.1401111052, d==15 and m==7 and y==2017? 0.140111105161705 :,,19-Dec-20,0.05014379928, d==19 and m==12 and y==2020? 0.0501437992831542 :
3/26/2009,2009,15671.26781,15671.26781,0.005766391277,90.36666197,0.00,"  433,750 ",,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Aug-17,0.1371022267, d==15 and m==8 and y==2017? 0.137102226664446 :,,26-Dec-20,0.05006880645, d==26 and m==12 and y==2020? 0.050068806451613 :
3/27/2009,2009,15671.26781,15671.26781,0.005766391277,90.36666197,0.00,"  433,750 ",,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Sep-17,0.134396418, d==15 and m==9 and y==2017? 0.13439641795264 :,,2-Jan-21,0.04985103704, d==2 and m==1 and y==2021? 0.0498510370370371 :
3/28/2009,2009,15671.26781,15671.26781,0.005915522086,92.70373082,0.00,"  450,850 ",,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Oct-17,0.131811367, d==15 and m==10 and y==2017? 0.131811367043751 :,,9-Jan-21,0.04952618519, d==9 and m==1 and y==2021? 0.0495261851851852 :
3/29/2009,2009,15671.26781,15671.26781,0.005915522086,92.70373082,0.00,"  450,850 ",,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Nov-17,0.1305742583, d==15 and m==11 and y==2017? 0.130574258325383 :,,16-Jan-21,0.04920133333, d==16 and m==1 and y==2021? 0.0492013333333334 :
3/30/2009,2009,15671.26781,15671.26781,0.005915522086,92.70373082,0.00,"  450,850 ",,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Dec-17,0.1245434465, d==15 and m==12 and y==2017? 0.124543446458589 :,,23-Jan-21,0.04887648148, d==23 and m==1 and y==2021? 0.0488764814814815 :
3/31/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  468,350 ",,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-18,0.1232025124, d==15 and m==1 and y==2018? 0.123202512380174 :,,30-Jan-21,0.04856046296, d==30 and m==1 and y==2021? 0.048560462962963 :
4/1/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  468,350 ",,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Feb-18,0.12521778, d==15 and m==2 and y==2018? 0.125217779998889 :,,6-Feb-21,0.04797259259, d==6 and m==2 and y==2021? 0.0479725925925926 :
4/2/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  468,350 ",,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Mar-18,0.1273738075, d==15 and m==3 and y==2018? 0.127373807540674 :,,13-Feb-21,0.04738472222, d==13 and m==2 and y==2021? 0.0473847222222222 :
4/3/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  485,350 ",,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Apr-18,0.1302145927, d==15 and m==4 and y==2018? 0.130214592703648 :,,20-Feb-21,0.04679685185, d==20 and m==2 and y==2021? 0.0467968518518518 :
4/4/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  485,350 ",,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-May-18,0.1241996933, d==15 and m==5 and y==2018? 0.12419969325682 :,,27-Feb-21,0.04620898148, d==27 and m==2 and y==2021? 0.0462089814814815 :
4/5/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  485,350 ",,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-18,0.1196525875, d==15 and m==6 and y==2018? 0.119652587499354 :,,6-Mar-21,0.04553287037, d==6 and m==3 and y==2021? 0.0455328703703704 :
4/6/2009,2009,15671.26781,15671.26781,0.005716681007,89.58763902,0.00,"  503,200 ",,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jul-18,0.1186469535, d==15 and m==7 and y==2018? 0.118646953462924 :,,13-Mar-21,0.04470388889, d==13 and m==3 and y==2021? 0.0447038888888889 :
4/7/2009,2009,15671.26781,15671.26781,0.005716681007,89.58763902,0.00,"  503,200 ",,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Aug-18,0.1164399916, d==15 and m==8 and y==2018? 0.116439991605504 :,,20-Mar-21,0.04387490741, d==20 and m==3 and y==2021? 0.0438749074074074 :
4/8/2009,2009,15671.26781,15671.26781,0.005716681007,89.58763902,0.00,"  503,200 ",,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Sep-18,0.113189854, d==15 and m==9 and y==2018? 0.113189853989414 :,,27-Mar-21,0.04304592593, d==27 and m==3 and y==2021? 0.0430459259259259 :
4/9/2009,2009,15671.26781,15671.26781,0.004921316693,77.12327186,0.00,"  518,300 ",,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Oct-18,0.1071687989, d==15 and m==10 and y==2018? 0.107168798944558 :,,3-Apr-21,0.04257222222, d==3 and m==4 and y==2021? 0.0425722222222222 :
4/10/2009,2009,15671.26781,15671.26781,0.004921316693,77.12327186,0.00,"  518,300 ",,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Nov-18,0.1025377716, d==15 and m==11 and y==2018? 0.102537771579842 :,,10-Apr-21,0.04257222222, d==10 and m==4 and y==2021? 0.0425722222222222 :
4/11/2009,2009,15671.26781,15671.26781,0.004921316693,77.12327186,0.00,"  518,300 ",,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Dec-18,0.1013738249, d==15 and m==12 and y==2018? 0.101373824945235 :,,17-Apr-21,0.04257222222, d==17 and m==4 and y==2021? 0.0425722222222222 :
4/12/2009,2009,15671.26781,15671.26781,0.005716681007,89.58763902,0.00,"  535,300 ",,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-19,0.09940427693, d==15 and m==1 and y==2019? 0.0994042769348746 :,,24-Apr-21,0.04257222222, d==24 and m==4 and y==2021? 0.0425722222222222 :
4/13/2009,2009,15671.26781,15671.26781,0.005716681007,89.58763902,0.00,"  535,300 ",,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Feb-19,0.09828686869, d==15 and m==2 and y==2019? 0.0982868686868687 :,,1-May-21,0.04257222222, d==1 and m==5 and y==2021? 0.0425722222222222 :
4/14/2009,2009,15671.26781,15671.26781,0.005716681007,89.58763902,0.00,"  535,300 ",,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Mar-19,0.09730116671, d==15 and m==3 and y==2019? 0.0973011667058178 :,,8-May-21,0.04309752723, d==8 and m==5 and y==2021? 0.0430975272331155 :
4/15/2009,2009,15671.26781,15671.26781,0.005567550199,87.25057018,0.00,"  553,000 ",,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Apr-19,0.09446577602, d==15 and m==4 and y==2019? 0.0944657760184726 :,,15-May-21,0.04362283224, d==15 and m==5 and y==2021? 0.0436228322440087 :
4/16/2009,2009,15671.26781,15671.26781,0.005567550199,87.25057018,0.00,"  553,000 ",,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-May-19,0.09123863499, d==15 and m==5 and y==2019? 0.0912386349930043 :,,22-May-21,0.04414813725, d==22 and m==5 and y==2021? 0.044148137254902 :
4/17/2009,2009,15671.26781,15671.26781,0.005567550199,87.25057018,0.00,"  553,000 ",,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-19,0.08952777778, d==15 and m==6 and y==2019? 0.0895277777777778 :,,29-May-21,0.04467344227, d==29 and m==5 and y==2021? 0.0446734422657952 :
4/18/2009,2009,15671.26781,15671.26781,0.006064652895,95.04079966,0.00,"  571,000 ",,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-Jun-21,0.04464615546, d==5 and m==6 and y==2021? 0.0446461554621849 :
4/19/2009,2009,15671.26781,15671.26781,0.006064652895,95.04079966,0.00,"  571,000 ",,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Jun-21,0.04433004027, d==12 and m==6 and y==2021? 0.0443300402661064 :
4/20/2009,2009,15671.26781,15671.26781,0.006064652895,95.04079966,0.00,"  571,000 ",,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2009,2009,15671.26781,15671.26781,0.006114363164,95.81982261,0.00,"  588,950 ",,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2009,2009,15671.26781,15671.26781,0.006114363164,95.81982261,0.00,"  588,950 ",,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2009,2009,15671.26781,15671.26781,0.006114363164,95.81982261,0.00,"  588,950 ",,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  604,650 ",,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  604,650 ",,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2009,2009,15671.26781,15671.26781,0.005617260468,88.02959313,0.00,"  604,650 ",,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2009,2009,15671.26781,15671.26781,0.005219578311,81.79740954,0.00,"  621,450 ",,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2009,2009,15671.26781,15671.26781,0.005219578311,81.79740954,0.00,"  621,450 ",,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2009,2009,6921.00936,15379.59252,0.005219578311,80.27498757,0.00,"  621,450 ",,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2009,2009,6921.00936,15087.91724,0.006561755591,99.00322532,0.00,"  640,050 ",,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2009,2009,6921.00936,14796.24196,0.006561755591,97.08932341,0.00,"  640,050 ",,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2009,2009,6921.00936,14504.56668,0.006561755591,95.1754215,0.00,"  640,050 ",,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2009,2009,6921.00936,14212.8914,0.005666970738,80.54403965,0.00,"  658,050 ",,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2009,2009,6921.00936,13921.21612,0.005666970738,78.89112437,0.00,"  658,050 ",,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2009,2009,6921.00936,13629.54083,0.005666970738,77.23820908,0.00,"  658,050 ",,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2009,2009,6921.00936,13337.86555,0.006810306939,90.83495833,0.00,"  677,600 ",,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2009,2009,6921.00936,13046.19027,0.006810306939,88.84856014,0.00,"  677,600 ",,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2009,2009,6921.00936,12754.51499,0.006810306939,86.86216194,0.00,"  677,600 ",,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2009,2009,6921.00936,12462.83971,0.004523634536,56.37733213,0.00,"  694,300 ",,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2009,2009,6921.00936,12171.16443,0.004523634536,55.05789975,0.00,"  694,300 ",,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2009,2009,6921.00936,11879.48915,0.004523634536,53.73846737,0.00,"  694,300 ",,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2009,2009,6921.00936,11587.81386,0.006313204243,73.15623565,0.00,"  709,700 ",,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2009,2009,6921.00936,11296.13858,0.006313204243,71.31483003,0.00,"  709,700 ",,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2009,2009,6921.00936,11004.4633,0.006313204243,69.4734244,0.00,"  709,700 ",,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2009,2009,6921.00936,10712.78802,0.007108568557,76.15258807,0.00,"  729,250 ",,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2009,2009,6921.00936,10421.11274,0.007108568557,74.07919434,0.00,"  729,250 ",,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2009,2009,6921.00936,10129.43746,0.007108568557,72.0058006,0.00,"  729,250 ",,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2009,2009,6921.00936,9837.762175,0.006164073434,60.64068847,0.00,"  747,400 ",,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2009,2009,6921.00936,9546.086894,0.006164073434,58.84278062,0.00,"  747,400 ",,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2009,2009,6921.00936,9254.411612,0.006164073434,57.04487277,0.00,"  747,400 ",,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2009,2009,6921.00936,8962.736331,0.004424213997,39.65306353,0.00,"  762,050 ",,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2009,2009,6921.00936,8671.061049,0.004424213997,38.36262966,0.00,"  762,050 ",,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2009,2009,6921.00936,8379.385767,0.004424213997,37.0721958,0.00,"  762,050 ",,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2009,2009,6921.00936,8087.710486,0.004772185884,38.59605782,0.00,"  771,350 ",,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2009,2009,6921.00936,7796.035204,0.004772185884,37.20412916,0.00,"  771,350 ",,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2009,2009,6921.00936,7504.359923,0.004772185884,35.8122005,0.00,"  771,350 ",,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2009,2009,6921.00936,7212.684641,0.006213783704,44.81806228,0.00,"  788,850 ",,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2009,2009,6921.00936,6921.00936,0.006213783704,43.00565517,0.00,"  788,850 ",,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2009,2009,6921.00936,6921.00936,0.006213783704,43.00565517,0.00,"  788,850 ",,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2009,2009,6921.00936,6921.00936,0.005120157772,35.43665986,0.00,"  804,500 ",,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2009,2009,6921.00936,6921.00936,0.005120157772,35.43665986,0.00,"  804,500 ",,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2009,2009,6921.00936,6921.00936,0.005120157772,35.43665986,0.00,"  804,500 ",,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2009,2009,6921.00936,6921.00936,0.004424213997,30.62002648,0.00,"  818,500 ",,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2009,2009,6921.00936,6921.00936,0.004424213997,30.62002648,0.00,"  818,500 ",,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2009,2009,6921.00936,6921.00936,0.004424213997,30.62002648,0.00,"  818,500 ",,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2009,2009,6921.00936,6921.00936,0.002833485369,19.61057876,0.00,"  828,200 ",,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2009,2009,6921.00936,6921.00936,0.002833485369,19.61057876,0.00,"  828,200 ",,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2009,2009,6921.00936,6921.00936,0.002833485369,19.61057876,0.00,"  828,200 ",,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  833,200 ",,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  833,200 ",,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  833,200 ",,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2009,2009,6921.00936,6921.00936,0.004623055076,31.99620745,0.00,"  846,700 ",,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2009,2009,6921.00936,6921.00936,0.004623055076,31.99620745,0.00,"  846,700 ",,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2009,2009,6921.00936,6921.00936,0.004623055076,31.99620745,0.00,"  846,700 ",,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2009,2009,6921.00936,6921.00936,0.003479718874,24.0831669,0.00,"  858,450 ",,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2009,2009,6921.00936,6921.00936,0.003479718874,24.0831669,0.00,"  858,450 ",,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2009,2009,6921.00936,6921.00936,0.003479718874,24.0831669,0.00,"  858,450 ",,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2009,2009,6921.00936,6921.00936,0.003827690761,26.49148359,0.00,"  870,050 ",,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2009,2009,6921.00936,6921.00936,0.003827690761,26.49148359,0.00,"  870,050 ",,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2009,2009,6921.00936,6921.00936,0.003827690761,26.49148359,0.00,"  870,050 ",,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2009,2009,6921.00936,6921.00936,0.004175662649,28.89980028,0.00,"  882,650 ",,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2009,2009,6921.00936,6921.00936,0.004175662649,28.89980028,0.00,"  882,650 ",,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2009,2009,6921.00936,6921.00936,0.004175662649,28.89980028,0.00,"  882,650 ",,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2009,2009,6921.00936,6921.00936,0.003777980492,26.14743835,0.00,"  894,200 ",,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2009,2009,6921.00936,6921.00936,0.003777980492,26.14743835,0.00,"  894,200 ",,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2009,2009,6921.00936,6921.00936,0.003777980492,26.14743835,0.00,"  894,200 ",,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2009,2009,6921.00936,6921.00936,0.004424213997,30.62002648,0.00,"  906,600 ",,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2009,2009,6921.00936,6921.00936,0.004424213997,30.62002648,0.00,"  906,600 ",,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2009,2009,6921.00936,6921.00936,0.004424213997,30.62002648,0.00,"  906,600 ",,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2009,2009,6921.00936,6921.00936,0.003777980492,26.14743835,0.00,"  917,200 ",,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2009,2009,6921.00936,6921.00936,0.003777980492,26.14743835,0.00,"  917,200 ",,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2009,2009,6921.00936,6921.00936,0.003777980492,26.14743835,0.00,"  917,200 ",,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  929,300 ",,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  929,300 ",,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  929,300 ",,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2009,2009,6921.00936,6921.00936,0.00397682157,27.52361931,0.00,"  941,900 ",,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2009,2009,6921.00936,6921.00936,0.00397682157,27.52361931,0.00,"  941,900 ",,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2009,2009,6921.00936,6921.00936,0.00397682157,27.52361931,0.00,"  941,900 ",,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2009,2009,6921.00936,6921.00936,0.003927111301,27.17957407,0.00,"  953,550 ",,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2009,2009,6921.00936,6921.00936,0.003927111301,27.17957407,0.00,"  953,550 ",,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2009,2009,6921.00936,6921.00936,0.003927111301,27.17957407,0.00,"  953,550 ",,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2009,2009,6921.00936,6921.00936,0.004175662649,28.89980028,0.00,"  965,900 ",,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2009,2009,6921.00936,6921.00936,0.004175662649,28.89980028,0.00,"  965,900 ",,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2009,2009,6921.00936,6921.00936,0.004175662649,28.89980028,0.00,"  965,900 ",,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  977,100 ",,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  977,100 ",,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2009,2009,6921.00936,6921.00936,0.003579139413,24.77125738,0.00,"  977,100 ",,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2009,2009,6921.00936,6921.00936,0.003231167526,22.36294069,0.00,"  986,100 ",,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
