Date,Year,Hardware Weighted Ave Energy Efficiency (J/GH),1 Month MA of Efficiency (J/GH),HR (GH/s),Energy-In (W),Price ($),Circulating BTC (Stock),Flow,S2F,SF Model ($),Supply Growth Rate (1/s),Energy Value ($),Energy Value Residuals,Barssince,Est. Energy Efficiency (2015-),Est. Energy Value,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2020,2020,0.06014390244,0.06093154989,97376948407,5933328390,"9,604.72","  18,228,025 ","  675,100 ",25.51921937,"6,647.56",0.00000012%,"9,556.52",2323.323186,4067,0.04657647569,7.3E+03,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2020,2020,0.06014390244,0.06082430118,109742275189,6674997199,"9,669.63","  18,229,825 ","  676,900 ",25.45401832,"6,596.74",0.00000012%,"10,723.62",1110894.235,4068,0.04650072061,8.2E+03,-10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2020,2020,0.06014390244,0.06071705248,109742275189,6663227481,"9,669.63","  18,231,625 ","  673,413 ",25.58851373,"6,701.86",0.00000012%,"10,761.27",1191685.262,4069,0.04642508875,8.2E+03,-10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2020,2020,0.06014390244,0.06060980377,109742275189,6651457764,"9,669.63","  18,233,425 ","  675,213 ",25.52296499,"6,650.49",0.00000012%,"10,714.75",1092269.775,4070,0.0463495799,8.2E+03,-10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2020,2020,0.06014390244,0.06050255506,104700775427,6334664430,"9,309.15","  18,235,225 ","  677,013 ",25.45776481,"6,599.65",0.00000012%,"10,178.36",755527.6143,4071,0.04627419386,7.8E+03,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2020,2020,0.06014390244,0.06039530636,104700775427,6323435408,"9,309.15","  18,237,025 ","  673,163 ",25.60603866,"6,715.64",0.00000012%,"10,219.50",828728.4822,4072,0.04619893044,7.8E+03,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2020,2020,0.06014390244,0.06028805765,104700775427,6312206385,"9,309.15","  18,238,825 ","  674,963 ",25.54041891,"6,664.14",0.00000012%,"10,175.21",750051.3229,4073,0.04612378943,7.8E+03,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2020,2020,0.06014390244,0.06018080894,107010351356,6439969510,"8,712.35","  18,240,625 ","  676,763 ",25.47514822,"6,613.18",0.00000012%,"10,354.63",2697076.438,4074,0.04604877063,7.9E+03,-16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2020,2020,0.06014390244,0.06016235569,107010351356,6437994821,"8,712.35","  18,242,425 ","  673,063 ",25.6178661,"6,724.95",0.00000012%,"10,409.44",2880128.36,4075,0.04597387385,8.0E+03,-16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2020,2020,0.05880810811,0.06009937596,107010351356,6431255338,"8,712.35","  18,244,225 ","  674,863 ",25.55220508,"6,673.37",0.00000012%,"10,371.89",2754088.67,4076,0.04589909888,7.9E+03,-16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2020,2020,0.05880810811,0.06005484948,117788372356,7073762973,"8,912.82","  18,246,025 ","  676,663 ",25.48689339,"6,622.33",0.00000012%,"11,378.93",6081691.134,4077,0.04582444554,8.7E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2020,2020,0.05880810811,0.06001032301,117788372356,7068518271,"8,912.82","  18,247,825 ","  673,288 ",25.61732544,"6,724.52",0.00000012%,"11,428.68",6329559.541,4078,0.04574991361,8.7E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2020,2020,0.05880810811,0.05996579653,117788372356,7063273570,"8,912.82","  18,249,625 ","  675,088 ",25.55168774,"6,672.96",0.00000012%,"11,390.94",6141080.99,4079,0.04567550291,8.7E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2020,2020,0.05880810811,0.05992127005,119328089641,7150290684,"9,067.39","  18,251,425 ","  676,888 ",25.48639914,"6,621.94",0.00000012%,"11,501.81",5926394.502,4080,0.04560121324,8.8E+03,-21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2020,2020,0.05880810811,0.05987674357,119328089641,7144977424,"9,067.39","  18,253,225 ","  673,363 ",25.6224916,"6,728.59",0.00000012%,"11,554.63",6186381.339,4081,0.0455270444,8.8E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2020,2020,0.05880810811,0.0598322171,119328089641,7139664165,"9,067.39","  18,255,025 ","  675,163 ",25.55684743,"6,677.01",0.00000012%,"11,516.46",5997946.907,4082,0.04545299618,8.7E+03,-21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2020,2020,0.05880810811,0.05978769062,119877105098,7167175272,"8,039.38","  18,256,825 ","  676,963 ",25.49155234,"6,625.96",0.00000012%,"11,531.30",12193505.31,4083,0.04537906841,8.8E+03,-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2020,2020,0.05880810811,0.05974316414,119877105098,7161837566,"8,039.38","  18,258,625 ","  673,500 ",25.6252784,"6,730.79",0.00000012%,"11,583.16",12558370.36,4084,0.04530526088,8.8E+03,-31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2020,2020,0.05880810811,0.05969863766,119877105098,7156499861,"8,039.38","  18,260,425 ","  675,300 ",25.55964016,"6,679.20",0.00000012%,"11,544.88",12288519.47,4085,0.04523157339,8.7E+03,-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020,2020,0.05880810811,0.05965411118,124250397350,7412047018,"7,936.65","  18,262,225 ","  677,100 ",25.49435091,"6,628.14",0.00000012%,"11,926.58",15919576.89,4086,0.04515800575,9.0E+03,-33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2020,2020,0.05880810811,0.05960958471,124250397350,7406514586,"7,936.65","  18,264,025 ","  673,363 ",25.63853051,"6,741.23",0.00000012%,"11,985.08",16389793.86,4087,0.04508455777,9.1E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2020,2020,0.05880810811,0.05956505823,124250397350,7400982153,"7,936.65","  18,265,825 ","  675,163 ",25.57284357,"6,689.55",0.00000012%,"11,945.45",16070439.29,4088,0.04501122925,9.0E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020,2020,0.05880810811,0.05952053175,97919187315,5828202098,"5,166.26","  18,267,625 ","  676,963 ",25.50750595,"6,638.41",0.00000012%,"9,382.89",17779957.15,4089,0.04493801999,7.1E+03,-45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2020,2020,0.05880810811,0.05947600527,97919187315,5823842101,"5,166.26","  18,269,425 ","  672,888 ",25.6646542,"6,761.86",0.00000012%,"9,433.63",18210471.33,4090,0.04486492981,7.1E+03,-45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2020,2020,0.05880810811,0.0594314788,97919187315,5819482105,"5,166.26","  18,271,225 ","  674,688 ",25.59885132,"6,709.98",0.00000012%,"9,402.40",17944892.11,4091,0.04479195851,7.1E+03,-45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2020,2020,0.05880810811,0.05938695232,82285031358,4886657234,"5,357.61","  18,273,025 ","  676,488 ",25.53339862,"6,658.65",0.00000012%,"7,875.07",6337608.736,4092,0.04471910589,5.9E+03,-32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2020,2020,0.05880810811,0.05934242584,82285031358,4882993371,"5,357.61","  18,274,825 ","  672,313 ",25.69463605,"6,785.59",0.00000012%,"7,918.86",6559992.502,4093,0.04464637176,6.0E+03,-32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2020,2020,0.05880810811,0.05929789936,82285031358,4879329509,"5,357.61","  18,276,625 ","  674,113 ",25.62869699,"6,733.48",0.00000012%,"7,892.61",6426224.395,4094,0.04457375594,5.9E+03,-32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020,2020,0.05880810811,0.05925337289,102033438883,6045825401,"6,226.44","  18,278,425 ","  675,913 ",25.56310913,"6,681.92",0.00000012%,"9,754.46",12446926,4095,0.04450125822,7.3E+03,-36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020,2020,0.05880810811,0.05920884641,102033438883,6041282211,"6,226.44","  18,280,225 ","  672,013 ",25.71414222,"6,801.05",0.00000012%,"9,804.72",12804076.83,4096,0.04442887841,7.4E+03,-36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2020,2020,0.05880810811,0.05916431993,102033438883,6036739022,"6,226.44","  18,282,025 ","  673,813 ",25.6481217,"6,748.80",0.00000012%,"9,772.19",12572347.38,4097,0.04435661633,7.3E+03,-36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2020,2020,0.05880810811,0.05911979345,108616241392,6421369757,"6,502.16","  18,283,825 ","  675,613 ",25.58245296,"6,697.10",0.00000012%,"10,368.21",14946350.05,4098,0.04428447178,7.8E+03,-37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2020,2020,0.05880810811,0.05907526697,108616241392,6416533458,"6,502.16","  18,285,625 ","  672,025 ",25.72169934,"6,807.05",0.00000012%,"10,416.79",15324360.79,4099,0.04421244457,7.8E+03,-38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2020,2020,0.05880810811,0.0590307405,108616241392,6411697159,"6,502.16","  18,287,425 ","  673,825 ",25.65565985,"6,754.75",0.00000012%,"10,382.22",15054851.82,4100,0.04414053452,7.8E+03,-37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2020,2020,0.05880810811,0.05898621402,107197274864,6323161397,"6,763.75","  18,289,225 ","  675,625 ",25.58997225,"6,703.00",0.00000012%,"10,212.64",11894845.76,4101,0.04406874142,7.6E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2020,2020,0.05880810811,0.05894168754,107197274864,6318388280,"6,763.75","  18,291,025 ","  672,025 ",25.72973476,"6,813.43",0.00000012%,"10,260.67",12228426.77,4102,0.04399706509,7.7E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2020,2020,0.05880810811,0.05889716106,107197274864,6313615163,"6,763.75","  18,292,825 ","  673,825 ",25.6636738,"6,761.09",0.00000012%,"10,226.59",11991269.21,4103,0.04392550534,7.6E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2020,2020,0.05880810811,0.05885263459,101664512290,5983224392,"5,885.41","  18,294,625 ","  675,625 ",25.59796485,"6,709.29",0.00000012%,"9,666.62",14297556.68,4104,0.04385406197,7.2E+03,-39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020,2020,0.05880810811,0.05880810811,101664512290,5978697630,"5,885.41","  18,296,425 ","  672,025 ",25.73777017,"6,819.82",0.00000012%,"9,712.06",14643269.76,4105,0.04378273481,7.2E+03,-39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2020,2020,0.058309375,0.05879148367,101664512290,5977007514,"5,885.41","  18,298,225 ","  673,825 ",25.67168775,"6,767.42",0.00000012%,"9,684.39",14432234.76,4106,0.04371152366,7.2E+03,-39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020,2020,0.05735,0.05874288007,105814084220,6215824059,"6,652.87","  18,300,025 ","  675,625 ",25.60595745,"6,715.57",0.00000012%,"10,045.55",11510273.76,4107,0.04364042833,7.5E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2020,2020,0.05735,0.05869427646,105814084220,6210681113,"6,652.87","  18,301,825 ","  671,925 ",25.74963724,"6,829.26",0.00000012%,"10,093.56",11838338.05,4108,0.04356944864,7.5E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2020,2020,0.05735,0.05864567286,105814084220,6205538167,"6,652.87","  18,303,625 ","  673,725 ",25.6835133,"6,776.78",0.00000012%,"10,059.30",11603778.76,4109,0.04349858439,7.5E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2020,2020,0.05735,0.05859706926,121029181298,7091955319,"6,871.69","  18,305,425 ","  675,525 ",25.61774176,"6,724.85",0.00000012%,"11,466.76",21114686.28,4110,0.04342783541,8.5E+03,-40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020,2020,0.05735,0.05854846565,121029181298,7086072864,"6,871.69","  18,307,225 ","  671,975 ",25.75575728,"6,834.13",0.00000012%,"11,518.98",21597273.78,4111,0.04335720149,8.5E+03,-40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020,2020,0.05735,0.05849986205,121029181298,7080190410,"6,871.69","  18,309,025 ","  673,775 ",25.68962191,"6,781.61",0.00000012%,"11,479.86",21235235.85,4112,0.04328668245,8.5E+03,-40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020,2020,0.05735,0.05845125845,103061194836,6024056535,"7,205.55","  18,310,825 ","  675,575 ",25.62383895,"6,729.65",0.00000012%,"9,742.43",6435749.187,4113,0.04321627812,7.2E+03,-26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020,2020,0.05735,0.05840265484,112650577826,6579092815,"7,205.55","  18,312,625 ","  671,913 ",25.76618979,"6,842.43",0.00000012%,"10,699.17",12205396.09,4114,0.04314598829,7.9E+03,-33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020,2020,0.05735,0.05835405124,119234053154,6957790047,"7,205.55","  18,314,425 ","  673,713 ",25.70002041,"6,789.85",0.00000012%,"11,285.97",16649797.5,4115,0.04307581279,8.3E+03,-36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020,2020,0.05735,0.05830544764,116308064119,6781393742,"6,873.24","  18,316,225 ","  675,513 ",25.63420366,"6,737.82",0.00000012%,"10,971.67",16797132.12,4116,0.04300575142,8.1E+03,-37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2020,2020,0.05735,0.05825684403,111919080568,6520052421,"6,873.24","  18,318,025 ","  672,213 ",25.76272384,"6,839.67",0.00000012%,"10,601.73",13901653.84,4117,0.04293580401,7.8E+03,-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2020,2020,0.05735,0.05820824043,125086031223,7281037780,"6,873.24","  18,319,825 ","  674,013 ",25.69659316,"6,787.14",0.00000012%,"11,808.72",24358955.02,4118,0.04286597036,8.7E+03,-42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2020,2020,0.05735,0.05815963682,122891539447,7147327303,"6,857.66","  18,321,625 ","  675,813 ",25.63081476,"6,735.15",0.00000012%,"11,562.19",22132588.33,4119,0.0427962503,8.5E+03,-41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020,2020,0.05735,0.05811103322,123623036706,7183862393,"6,857.66","  18,323,425 ","  672,263 ",25.7688403,"6,844.55",0.00000012%,"11,683.87",23292335.52,4120,0.04272664363,8.6E+03,-41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,0.05735,0.05806242962,112650577826,6540766246,"6,857.66","  18,325,225 ","  674,063 ",25.70269819,"6,791.98",0.00000012%,"10,610.63",14084809.01,4121,0.04265715018,7.8E+03,-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,0.05735,0.05801382601,92900151844,5389493246,"7,112.27","  18,327,025 ","  675,863 ",25.63690839,"6,739.95",0.00000012%,"8,720.62",2586801.591,4122,0.04258776976,6.4E+03,-18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,0.05735,0.05796522241,115576566861,6699421403,"7,112.27","  18,328,825 ","  672,263 ",25.77687287,"6,850.95",0.00000012%,"10,899.37",14342144.1,4123,0.04251850218,8.0E+03,-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,0.05735,0.05791661881,111187583309,6439608879,"7,112.27","  18,330,625 ","  674,063 ",25.71070932,"6,798.33",0.00000012%,"10,449.79",11139031.5,4124,0.04244934726,7.7E+03,-32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,0.05735,0.0578680152,117771058637,6815177412,"7,130.04","  18,332,425 ","  675,863 ",25.64489819,"6,746.26",0.00000012%,"11,030.93",15216938.65,4125,0.04238030482,8.1E+03,-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,0.05735,0.0578194116,115730561554,6691472973,"7,130.04","  18,334,225 ","  672,513 ",25.77532016,"6,849.71",0.00000012%,"10,885.79",14105621.8,4126,0.04231137467,8.0E+03,-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,0.05735,0.057770808,103923467233,6003742672,"7,130.04","  18,336,025 ","  674,313 ",25.70918528,"6,797.12",0.00000012%,"9,741.92",6821892.246,4127,0.04224255664,7.1E+03,-27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,0.05735,0.05772220439,112649865245,6502398546,"7,130.99","  18,337,825 ","  676,113 ",25.64340254,"6,745.08",0.00000012%,"10,524.06",11512904.62,4128,0.04217385054,7.7E+03,-32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,2020,0.05735,0.05767360079,114236483066,6588429320,"7,130.99","  18,339,625 ","  672,200 ",25.79533621,"6,865.68",0.00000012%,"10,726.48",12927516.26,4129,0.04210525619,7.8E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,2020,0.05735,0.05762499718,107890011784,6217161625,"7,130.99","  18,341,425 ","  674,000 ",25.72911721,"6,812.94",0.00000012%,"10,096.04",8791513.691,4130,0.0420367734,7.4E+03,-29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,2020,0.05735,0.05757639358,108683320695,6257593648,"7,549.52","  18,343,225 ","  675,800 ",25.66325096,"6,760.75",0.00000012%,"10,135.68",6688235.709,4131,0.041968402,7.4E+03,-26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,2020,0.05735,0.05752778998,111856556335,6434860480,"7,549.52","  18,345,025 ","  671,813 ",25.81825286,"6,883.99",0.00000012%,"10,485.76",8621510.219,4132,0.0419001418,7.6E+03,-28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,2020,0.05735,0.05747918637,122169572168,7022207608,"7,549.52","  18,346,825 ","  673,613 ",25.75193453,"6,831.08",0.00000012%,"11,413.46",14930066.08,4133,0.04183199262,8.3E+03,-34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,2020,0.05735,0.05743058277,115029791976,6606227989,"7,765.33","  18,348,625 ","  675,413 ",25.68596969,"6,778.72",0.00000012%,"10,709.85",8670212.238,4134,0.04176395429,7.8E+03,-27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,2020,0.05735,0.05738197917,107096702874,6145420773,"7,765.33","  18,350,425 ","  671,025 ",25.85659998,"6,914.71",0.00000012%,"10,028.99",5124136.229,4135,0.04169602662,7.3E+03,-23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2020,2020,0.05735,0.05735,111856556335,6414973506,"7,765.33","  18,352,225 ","  672,825 ",25.79010144,"6,861.50",0.00000012%,"10,441.96",7164329.48,4136,0.04162820943,7.6E+03,-26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2020,2020,0.05344242424,0.05721974747,117409718707,6718154455,"8,824.66","  18,354,025 ","  674,625 ",25.72395775,"6,808.84",0.00000012%,"10,907.41",4337857.671,4137,0.04156050254,7.9E+03,-19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2020,2020,0.05344242424,0.05708949495,133275896910,7608653644,"8,824.66","  18,355,825 ","  671,263 ",25.85549617,"6,913.83",0.00000012%,"12,416.37",12900382.41,4138,0.04149290578,9.0E+03,-29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2020,2020,0.05344242424,0.05695924242,125342807808,7139431376,"8,824.66","  18,357,625 ","  673,063 ",25.78902405,"6,860.64",0.00000012%,"11,620.71",7817870.188,4139,0.04142541896,8.5E+03,-24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2020,2020,0.05344242424,0.0568289899,126294576814,7177193230,"8,885.93","  18,359,425 ","  674,863 ",25.72290652,"6,808.01",0.00000012%,"11,652.22",7652355.205,4140,0.0413580419,8.5E+03,-24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2020,2020,0.05344242424,0.05669873737,123288445656,6990299201,"8,885.93","  18,361,225 ","  671,288 ",25.86257751,"6,919.51",0.00000012%,"11,410.42",6373036.833,4141,0.04129077443,8.3E+03,-22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2020,2020,0.05344242424,0.05656848485,117684425399,6657229635,"8,885.93","  18,363,025 ","  673,088 ",25.79608892,"6,866.28",0.00000012%,"10,838.80",3813717.141,4142,0.04122361637,7.9E+03,-18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2020,2020,0.05344242424,0.05643823232,109678682174,6190070945,"10,002.48","  18,364,825 ","  674,888 ",25.72995499,"6,813.61",0.00000012%,"10,052.37",2489.359598,4143,0.04115656754,7.3E+03,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2020,2020,0.05344242424,0.0563079798,108878107852,6130706297,"10,002.48","  18,366,625 ","  671,625 ",25.85762144,"6,915.53",0.00000012%,"10,005.37",8.337883807,4144,0.04108962777,7.3E+03,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2020,2020,0.05344242424,0.05617772727,136097634815,7645655811,"10,002.48","  18,368,425 ","  673,425 ",25.79117942,"6,862.36",0.00000012%,"12,445.72",5969405.248,4145,0.04102279687,9.1E+03,-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2020,2020,0.05344242424,0.05604747475,125690168623,7044616552,"8,754.46","  18,370,225 ","  675,225 ",25.72509164,"6,809.74",0.00000012%,"11,437.95",7201126.823,4146,0.04095607466,8.4E+03,-23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2020,2020,0.05344242424,0.05591722222,125690168623,7028245090,"8,754.46","  18,371,125 ","  670,163 ",25.92076549,"6,966.32",0.00000012%,"11,498.17",7527938.478,4147,0.04088946098,8.4E+03,-24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2020,2020,0.05344242424,0.0557869697,125690168623,7011873628,"8,754.46","  18,372,025 ","  671,063 ",25.88734283,"6,939.41",0.00000012%,"11,456.59",7301527.525,4148,0.04082295564,8.4E+03,-24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2020,2020,0.05344242424,0.05565671717,91265472758,5079536605,"9,305.93","  18,372,925 ","  671,963 ",25.85400971,"6,912.64",0.00000012%,"8,288.69",1034774.596,4149,0.04075655847,6.1E+03,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2020,2020,0.05344242424,0.05552646465,91265472758,5067649047,"9,305.93","  18,373,825 ","  667,288 ",26.03649102,"7,060.04",0.00000012%,"8,327.66",957013.6502,4150,0.0406902693,6.1E+03,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2020,2020,0.05344242424,0.05539621212,91265472758,5055761488,"9,305.93","  18,374,725 ","  668,188 ",26.00276868,"7,032.65",0.00000012%,"8,297.36",1017205.762,4151,0.04062408794,6.1E+03,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2020,2020,0.05344242424,0.0552659596,81658580889,4512939832,"9,385.70","  18,375,625 ","  669,088 ",25.96913707,"7,005.39",0.00000012%,"7,396.92",3955238.9,4152,0.04055801422,5.4E+03,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2020,2020,0.05344242424,0.05513570707,81658580889,4502303596,"9,385.70","  18,376,525 ","  664,025 ",26.1684801,"7,167.96",0.00000012%,"7,436.13",3800805.505,4153,0.04049204797,5.5E+03,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2020,2020,0.05344242424,0.05500545455,81658580889,4491667359,"9,385.70","  18,377,425 ","  664,925 ",26.13441366,"7,140.00",0.00000012%,"7,408.91",3907699.346,4154,0.04042618902,5.4E+03,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2020,2020,0.05344242424,0.05487520202,86971887319,4772599887,"9,785.74","  18,378,325 ","  665,825 ",26.1004393,"7,112.19",0.00000012%,"7,862.07",3700513.217,4155,0.04036043717,5.8E+03,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2020,2020,0.05344242424,0.05474494949,86971887319,4761271579,"9,785.74","  18,379,225 ","  660,750 ",26.30227015,"7,278.46",0.00000012%,"7,904.06",3540724.937,4156,0.04029479228,5.8E+03,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2020,2020,0.05344242424,0.05461469697,86971887319,4749943271,"9,785.74","  18,380,125 ","  661,650 ",26.26785309,"7,249.93",0.00000012%,"7,874.93",3651176.679,4157,0.04022925415,5.8E+03,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2020,2020,0.05344242424,0.05448444444,89549429166,4879050898,"9,167.26","  18,381,025 ","  662,550 ",26.23352954,"7,221.55",0.00000012%,"8,078.41",1185588.391,4158,0.04016382262,6.0E+03,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
